A1BG	alpha-1-B_glycoprotein
PIRC68	piwi-interacting_RNA_cluster_68
PIRC69	piwi-interacting_RNA_cluster_69
PIRC70	piwi-interacting_RNA_cluster_70
PIRC71	piwi-interacting_RNA_cluster_71
PIRC72	piwi-interacting_RNA_cluster_72
PIRC73	piwi-interacting_RNA_cluster_73
PIRC74	piwi-interacting_RNA_cluster_74
PIRC75	piwi-interacting_RNA_cluster_75
PIRC76	piwi-interacting_RNA_cluster_76
PIRC77	piwi-interacting_RNA_cluster_77
PIRC78	piwi-interacting_RNA_cluster_78
PIRC79	piwi-interacting_RNA_cluster_79
PIRC80	piwi-interacting_RNA_cluster_80
PIRC81	piwi-interacting_RNA_cluster_81
PIRC82	piwi-interacting_RNA_cluster_82
PIRC83	piwi-interacting_RNA_cluster_83
PIRC84	piwi-interacting_RNA_cluster_84
PIRC85	piwi-interacting_RNA_cluster_85
PIRC86	piwi-interacting_RNA_cluster_86
PIRC87	piwi-interacting_RNA_cluster_87
PIRC88	piwi-interacting_RNA_cluster_88
PIRC89	piwi-interacting_RNA_cluster_89
PIRC90	piwi-interacting_RNA_cluster_90
PIRC91	piwi-interacting_RNA_cluster_91
PIRC92	piwi-interacting_RNA_cluster_92
PIRC93	piwi-interacting_RNA_cluster_93
PIRC94	piwi-interacting_RNA_cluster_94
PIRC95	piwi-interacting_RNA_cluster_95
PIRC96	piwi-interacting_RNA_cluster_96
PIRC97	piwi-interacting_RNA_cluster_97
PIRC98	piwi-interacting_RNA_cluster_98
PIRC99	piwi-interacting_RNA_cluster_99
PIRC100	piwi-interacting_RNA_cluster_100
PIRC101	piwi-interacting_RNA_cluster_101
PIRC102	piwi-interacting_RNA_cluster_102
PIRC103	piwi-interacting_RNA_cluster_103
PIRC104	piwi-interacting_RNA_cluster_104
PIRC105	piwi-interacting_RNA_cluster_105
PIRC106	piwi-interacting_RNA_cluster_106
PIRC107	piwi-interacting_RNA_cluster_107
PIRC108	piwi-interacting_RNA_cluster_108
PIRC109	piwi-interacting_RNA_cluster_109
PIRC110	piwi-interacting_RNA_cluster_110
PIRC111	piwi-interacting_RNA_cluster_111
PIRC112	piwi-interacting_RNA_cluster_112
PIRC113	piwi-interacting_RNA_cluster_113
PIRC114	piwi-interacting_RNA_cluster_114
PIRT	phosphoinositide_interacting_regulator_of_transient_receptor_potential_channels
PISD	phosphatidylserine_decarboxylase
PISRT1	polled_intersex_syndrome_regulated_transcript_1_(non-protein_coding_RNA)
PITHD1	PITH_domain_containing_1
PITPNA	phosphatidylinositol_transfer_protein_alpha
PITPNA-AS1	PITPNA_antisense_RNA_1
PITPNB	phosphatidylinositol_transfer_protein_beta
PITPNC1	phosphatidylinositol_transfer_protein,_cytoplasmic_1
PITPNM1	phosphatidylinositol_transfer_protein_membrane_associated_1
PITPNM2	phosphatidylinositol_transfer_protein_membrane_associated_2
PITPNM3	PITPNM_family_member_3
PITRM1	pitrilysin_metallopeptidase_1
PITRM1-AS1	PITRM1_antisense_RNA_1
PITX1	paired_like_homeodomain_1
PITX2	paired_like_homeodomain_2
PITX3	paired_like_homeodomain_3
PIWIL1	piwi_like_RNA-mediated_gene_silencing_1
PIWIL2	piwi_like_RNA-mediated_gene_silencing_2
PIWIL3	piwi_like_RNA-mediated_gene_silencing_3
PIWIL4	piwi_like_RNA-mediated_gene_silencing_4
PJA1	praja_ring_finger_ubiquitin_ligase_1
PJA2	praja_ring_finger_ubiquitin_ligase_2
PKD1	polycystin_1,_transient_receptor_potential_channel_interacting
PKD1L1	polycystin_1_like_1,_transient_receptor_potential_channel_interacting
PKD1L2	polycystin_1_like_2_(gene/pseudogene)
PKD1L3	polycystin_1_like_3,_transient_receptor_potential_channel_interacting
PKD1P1	polycystin_1,_transient_receptor_potential_channel_interacting_pseudogene_1
PKD1P2	polycystin_1,_transient_receptor_potential_channel_interacting_pseudogene_2
PKD1P3	polycystin_1,_transient_receptor_potential_channel_interacting_pseudogene_3
PKD1P4	polycystin_1,_transient_receptor_potential_channel_interacting_pseudogene_4
PKD1P5	polycystin_1,_transient_receptor_potential_channel_interacting_pseudogene_5
PKD1P6	polycystin_1,_transient_receptor_potential_channel_interacting_pseudogene_6
PKD2	polycystin_2,_transient_receptor_potential_cation_channel
PKD2L1	polycystin_2_like_1,_transient_receptor_potential_cation_channel
PKD2L2	polycystin_2_like_2,_transient_receptor_potential_cation_channel
PKD3	polycystic_kidney_disease_3_(autosomal_dominant)
PKDCC	protein_kinase_domain_containing,_cytoplasmic
PKDREJ	polycystin_(PKD)_family_receptor_for_egg_jelly
PKHD1	polycystic_kidney_and_hepatic_disease_1_(autosomal_recessive)
PKHD1L1	polycystic_kidney_and_hepatic_disease_1_(autosomal_recessive)-like_1
PKIA	protein_kinase_(cAMP-dependent,_catalytic)_inhibitor_alpha
PKIA-AS1	PKIA_antisense_RNA_1
PKIB	protein_kinase_(cAMP-dependent,_catalytic)_inhibitor_beta
PKIG	protein_kinase_(cAMP-dependent,_catalytic)_inhibitor_gamma
PKLR	pyruvate_kinase,_liver_and_RBC
PKM	pyruvate_kinase,_muscle
PKMP1	pyruvate_kinase,_muscle_pseudogene_1
PKMP2	pyruvate_kinase,_muscle_pseudogene_2
PKMP3	pyruvate_kinase,_muscle_pseudogene_3
PKMP4	pyruvate_kinase,_muscle_pseudogene_4
PKMP5	pyruvate_kinase,_muscle_pseudogene_5
PKMYT1	protein_kinase,_membrane_associated_tyrosine/threonine_1
PKN1	protein_kinase_N1
PKN2	protein_kinase_N2
PKN2-AS1	PKN2_antisense_RNA_1
PKN3	protein_kinase_N3
PKNOX1	PBX/knotted_1_homeobox_1
PKNOX2	PBX/knotted_1_homeobox_2
PKNOX2-AS1	PKNOX2_antisense_RNA_1_(head_to_head)
PKP1	plakophilin_1
PKP2	plakophilin_2
PKP2P1	plakophilin_2_pseudogene_1
PKP3	plakophilin_3
PKP4	plakophilin_4
PKP4P1	plakophilin_4_pseudogene_1
PLA1A	phospholipase_A1_member_A
PLA2G1B	phospholipase_A2_group_IB
PLA2G2A	phospholipase_A2_group_IIA
PLA2G2C	phospholipase_A2_group_IIC
PLA2G2D	phospholipase_A2_group_IID
PLA2G2E	phospholipase_A2_group_IIE
PLA2G2F	phospholipase_A2_group_IIF
PLA2G3	phospholipase_A2_group_III
PLA2G4A	phospholipase_A2_group_IVA
PLA2G4B	phospholipase_A2_group_IVB
PLA2G4C	phospholipase_A2_group_IVC
PLA2G4C-AS1	PLA2G4C_antisense_RNA_1
PLA2G4D	phospholipase_A2_group_IVD
PLA2G4E	phospholipase_A2_group_IVE
PLA2G4E-AS1	PLA2G4E_antisense_RNA_1
PLA2G4F	phospholipase_A2_group_IVF
PLA2G5	phospholipase_A2_group_V
PLA2G6	phospholipase_A2_group_VI
PLA2G7	phospholipase_A2_group_VII
PLA2G10	phospholipase_A2_group_X
PLA2G12A	phospholipase_A2_group_XIIA
PLA2G12AP1	phospholipase_A2_group_XIIA_pseudogene_1
PLA2G12AP2	phospholipase_A2_group_XIIA_pseudogene_2
PLA2G12B	phospholipase_A2_group_XIIB
PLA2G15	phospholipase_A2_group_XV
PLA2G16	phospholipase_A2_group_XVI
PLA2R1	phospholipase_A2_receptor_1
PLAA	phospholipase_A2_activating_protein
PLAC1	placenta_specific_1
PLAC4	placenta_specific_4
PLAC8	placenta_specific_8
PLAC8L1	PLAC8-like_1
PLAC9	placenta_specific_9
PLAG1	PLAG1_zinc_finger
PLAGL1	PLAG1_like_zinc_finger_1
PLAGL2	PLAG1_like_zinc_finger_2
PLAT	plasminogen_activator,_tissue_type
PLAU	plasminogen_activator,_urokinase
PLAUR	plasminogen_activator,_urokinase_receptor
PLB1	phospholipase_B1
PLBD1	phospholipase_B_domain_containing_1
PLBD1-AS1	PLBD1_antisense_RNA_1
PLBD2	phospholipase_B_domain_containing_2
PLCB1	phospholipase_C_beta_1
PLCB1-IT1	PLCB1_intronic_transcript_1
PLCB2	phospholipase_C_beta_2
PLCB2-AS1	PLCB2_antisense_RNA_1
PLCB3	phospholipase_C_beta_3
PLCB4	phospholipase_C_beta_4
PLCD1	phospholipase_C_delta_1
PLCD3	phospholipase_C_delta_3
PLCD4	phospholipase_C_delta_4
PLCE1	phospholipase_C_epsilon_1
PLCE1-AS1	PLCE1_antisense_RNA_1
PLCE1-AS2	PLCE1_antisense_RNA_2
PLCE1P1	phospholipase_C_epsilon_1_pseudogene_1
PLCG1	phospholipase_C_gamma_1
PLCG1-AS1	PLCG1_antisense_RNA_1
PLCG2	phospholipase_C_gamma_2
PLCH1	phospholipase_C_eta_1
PLCH1-AS1	PLCH1_antisense_RNA_1
PLCH1-AS2	PLCH1_antisense_RNA_2
PLCH2	phospholipase_C_eta_2
PLCL1	phospholipase_C_like_1
PLCL2	phospholipase_C_like_2
PLCL2-AS1	PLCL2_antisense_RNA_1
PLCXD1	phosphatidylinositol_specific_phospholipase_C_X_domain_containing_1
PLCXD2	phosphatidylinositol_specific_phospholipase_C_X_domain_containing_2
PLCXD2-AS1	PLCXD2_antisense_RNA_1
PLCXD3	phosphatidylinositol_specific_phospholipase_C_X_domain_containing_3
PLCZ1	phospholipase_C_zeta_1
PLD1	phospholipase_D1
PLD2	phospholipase_D2
PLD3	phospholipase_D_family_member_3
PLD4	phospholipase_D_family_member_4
PLD5	phospholipase_D_family_member_5
PLD6	phospholipase_D_family_member_6
PLEC	plectin
PLEK	pleckstrin
PLEK2	pleckstrin_2
PLEKHA1	pleckstrin_homology_domain_containing_A1
PLEKHA2	pleckstrin_homology_domain_containing_A2
PLEKHA3	pleckstrin_homology_domain_containing_A3
PLEKHA3P1	pleckstrin_homology_domain_containing_A3_pseudogene_1
PLEKHA4	pleckstrin_homology_domain_containing_A4
PLEKHA5	pleckstrin_homology_domain_containing_A5
PLEKHA6	pleckstrin_homology_domain_containing_A6
PLEKHA7	pleckstrin_homology_domain_containing_A7
PLEKHA8	pleckstrin_homology_domain_containing_A8
PLEKHA8P1	pleckstrin_homology_domain_containing_A8_pseudogene_1
PLEKHB1	pleckstrin_homology_domain_containing_B1
PLEKHB2	pleckstrin_homology_domain_containing_B2
PLEKHD1	pleckstrin_homology_and_coiled-coil_domain_containing_D1
PLEKHF1	pleckstrin_homology_and_FYVE_domain_containing_1
PLEKHF2	pleckstrin_homology_and_FYVE_domain_containing_2
PLEKHG1	pleckstrin_homology_and_RhoGEF_domain_containing_G1
PLEKHG2	pleckstrin_homology_and_RhoGEF_domain_containing_G2
PLEKHG3	pleckstrin_homology_and_RhoGEF_domain_containing_G3
PLEKHG4	pleckstrin_homology_and_RhoGEF_domain_containing_G4
PLEKHG4B	pleckstrin_homology_and_RhoGEF_domain_containing_G4B
PLEKHG5	pleckstrin_homology_and_RhoGEF_domain_containing_G5
PLEKHG6	pleckstrin_homology_and_RhoGEF_domain_containing_G6
PLEKHG7	pleckstrin_homology_and_RhoGEF_domain_containing_G7
PLEKHH1	pleckstrin_homology,_MyTH4_and_FERM_domain_containing_H1
PLEKHH2	pleckstrin_homology,_MyTH4_and_FERM_domain_containing_H2
PLEKHH3	pleckstrin_homology,_MyTH4_and_FERM_domain_containing_H3
PLEKHJ1	pleckstrin_homology_domain_containing_J1
PLEKHM1	pleckstrin_homology_and_RUN_domain_containing_M1
PLEKHM1P1	pleckstrin_homology_and_RUN_domain_containing_M1_pseudogene_1
PLEKHM2	pleckstrin_homology_and_RUN_domain_containing_M2
PLEKHM3	pleckstrin_homology_domain_containing_M3
PLEKHN1	pleckstrin_homology_domain_containing_N1
PLEKHO1	pleckstrin_homology_domain_containing_O1
PLEKHO2	pleckstrin_homology_domain_containing_O2
PLEKHS1	pleckstrin_homology_domain_containing_S1
PLET1	placenta_expressed_transcript_1
PLG	plasminogen
PLGLA	plasminogen-like_A_(pseudogene)
PLGLB1	plasminogen-like_B1
PLGLB2	plasminogen-like_B2
PLGRKT	plasminogen_receptor_with_a_C-terminal_lysine
PLIN1	perilipin_1
PLIN2	perilipin_2
PLIN3	perilipin_3
PLIN4	perilipin_4
PLIN5	perilipin_5
PLK1	polo_like_kinase_1
PLK2	polo_like_kinase_2
PLK3	polo_like_kinase_3
PLK4	polo_like_kinase_4
PLK5	polo_like_kinase_5
PLLP	plasmolipin
PLN	phospholamban
PLOD1	procollagen-lysine,2-oxoglutarate_5-dioxygenase_1
PLOD2	procollagen-lysine,2-oxoglutarate_5-dioxygenase_2
PLOD3	procollagen-lysine,2-oxoglutarate_5-dioxygenase_3
PLP1	proteolipid_protein_1
PLP2	proteolipid_protein_2_(colonic_epithelium-enriched)
PLPP1	phospholipid_phosphatase_1
PLPP2	phospholipid_phosphatase_2
PLPP3	phospholipid_phosphatase_3
PLPP4	phospholipid_phosphatase_4
PLPP5	phospholipid_phosphatase_5
PLPP6	phospholipid_phosphatase_6
PLPP7	phospholipid_phosphatase_7_(inactive)
PLPPR1	phospholipid_phosphatase_related_1
PLPPR2	phospholipid_phosphatase_related_2
PLPPR3	phospholipid_phosphatase_related_3
PLPPR4	phospholipid_phosphatase_related_4
PLPPR5	phospholipid_phosphatase_related_5
PLRG1	pleiotropic_regulator_1
PLS1	plastin_1
PLS1-AS1	PLS1_antisense_RNA_1
PLS3	plastin_3
PLS3-AS1	PLS3_antisense_RNA_1
PLSCR1	phospholipid_scramblase_1
PLSCR2	phospholipid_scramblase_2
PLSCR3	phospholipid_scramblase_3
PLSCR4	phospholipid_scramblase_4
PLSCR5	phospholipid_scramblase_family_member_5
PLSCR5-AS1	PLSCR5_antisense_RNA_1
PLTP	phospholipid_transfer_protein
PLVAP	plasmalemma_vesicle_associated_protein
PLXDC1	plexin_domain_containing_1
PLXDC2	plexin_domain_containing_2
PLXNA1	plexin_A1
PLXNA2	plexin_A2
PLXNA3	plexin_A3
PLXNA4	plexin_A4
PLXNB1	plexin_B1
PLXNB2	plexin_B2
PLXNB3	plexin_B3
PLXNC1	plexin_C1
PLXND1	plexin_D1
PM20D1	peptidase_M20_domain_containing_1
PM20D2	peptidase_M20_domain_containing_2
PMAIP1	phorbol-12-myristate-13-acetate-induced_protein_1
PMCH	pro-melanin_concentrating_hormone
PMCHL1	pro-melanin_concentrating_hormone_like_1_(pseudogene)
PMCHL2	pro-melanin_concentrating_hormone_like_2_(pseudogene)
PMEL	premelanosome_protein
PMEPA1	prostate_transmembrane_protein,_androgen_induced_1
PMF1	polyamine-modulated_factor_1
PMF1-BGLAP	PMF1-BGLAP_readthrough
PMFBP1	polyamine_modulated_factor_1_binding_protein_1
PML	promyelocytic_leukemia
PMM1	phosphomannomutase_1
PMM2	phosphomannomutase_2
PMM2P1	phosphomannomutase_2_pseudogene_1
PMM2P2	phosphomannomutase_2_pseudogene_2
PMP2	peripheral_myelin_protein_2
PMP22	peripheral_myelin_protein_22
PMPCA	peptidase,_mitochondrial_processing_alpha_subunit
PMPCAP1	peptidase,_mitochondrial_processing_alpha_subunit_pseudogene_1
PMPCB	peptidase,_mitochondrial_processing_beta_subunit
PMS1	PMS1_homolog_1,_mismatch_repair_system_component
PMS2	PMS1_homolog_2,_mismatch_repair_system_component
PMS2CL	PMS2_C-terminal_like_pseudogene
PMS2P1	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_1
PMS2P2	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_2
PMS2P3	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_3
PMS2P4	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_4
PMS2P5	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_5
PMS2P6	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_6
PMS2P7	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_7
PMS2P8	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_8
PMS2P9	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_9
PMS2P10	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_10
PMS2P11	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_11
PMS2P12	PMS1_homolog_2,_mismatch_repair_system_component_pseudogene_12
PMVK	phosphomevalonate_kinase
PNCK	pregnancy_up-regulated_nonubiquitous_CaM_kinase
PNISR	PNN-interacting_serine/arginine-rich_protein
PNKD	paroxysmal_nonkinesigenic_dyskinesia
PNKDP1	PNKD_pseudogene_1
PNKP	polynucleotide_kinase_3'-phosphatase
PNLDC1	PARN_like,_ribonuclease_domain_containing_1
PNLIP	pancreatic_lipase
PNLIPP1	pancreatic_lipase_pseudogene_1
PNLIPRP1	pancreatic_lipase_related_protein_1
PNLIPRP2	pancreatic_lipase_related_protein_2_(gene/pseudogene)
PNLIPRP3	pancreatic_lipase_related_protein_3
PNMA1	paraneoplastic_Ma_antigen_1
PNMA2	paraneoplastic_Ma_antigen_2
PNMA3	paraneoplastic_Ma_antigen_3
PNMA5	paraneoplastic_Ma_antigen_family_member_5
PNMA6A	paraneoplastic_Ma_antigen_family_member_6A
PNMA6B	paraneoplastic_Ma_antigen_family_member_6B_(pseudogene)
PNMAL1	paraneoplastic_Ma_antigen_family-like_1
PNMAL2	paraneoplastic_Ma_antigen_family-like_2
PNMT	phenylethanolamine_N-methyltransferase
PNN	pinin,_desmosome_associated_protein
PNO1	partner_of_NOB1_homolog
PNOC	prepronociceptin
PNP	purine_nucleoside_phosphorylase
PNPLA1	patatin_like_phospholipase_domain_containing_1
PNPLA2	patatin_like_phospholipase_domain_containing_2
PNPLA3	patatin_like_phospholipase_domain_containing_3
PNPLA4	patatin_like_phospholipase_domain_containing_4
PNPLA4P1	patatin_like_phospholipase_domain_containing_4_pseudogene_1
PNPLA5	patatin_like_phospholipase_domain_containing_5
PNPLA6	patatin_like_phospholipase_domain_containing_6
PNPLA7	patatin_like_phospholipase_domain_containing_7
PNPLA8	patatin_like_phospholipase_domain_containing_8
PNPLA10P	patatin_like_phospholipase_domain_containing_10_pseudogene
PNPO	pyridoxamine_5'-phosphate_oxidase
PNPT1	polyribonucleotide_nucleotidyltransferase_1
PNPT1P1	polyribonucleotide_nucleotidyltransferase_1_pseudogene_1
PNPT1P2	polyribonucleotide_nucleotidyltransferase_1_pseudogene_2
PNRC1	proline_rich_nuclear_receptor_coactivator_1
PNRC2	proline_rich_nuclear_receptor_coactivator_2
PNRC2P1	proline_rich_nuclear_receptor_coactivator_2_pseudogene_1
POC1A	POC1_centriolar_protein_A
POC1B	POC1_centriolar_protein_B
POC1B-GALNT4	POC1B-GALNT4_readthrough
POC5	POC5_centriolar_protein
PODN	podocan
PODNL1	podocan-like_1
PODXL	podocalyxin_like
PODXL2	podocalyxin_like_2
POF1B	premature_ovarian_failure,_1B
POFUT1	protein_O-fucosyltransferase_1
POFUT2	protein_O-fucosyltransferase_2
POGK	pogo_transposable_element_with_KRAB_domain
POGLUT1	protein_O-glucosyltransferase_1
POGZ	pogo_transposable_element_with_ZNF_domain
POLA1	polymerase_(DNA)_alpha_1,_catalytic_subunit
POLA2	polymerase_(DNA)_alpha_2,_accessory_subunit
POLB	polymerase_(DNA)_beta
POLD1	polymerase_(DNA)_delta_1,_catalytic_subunit
POLD2	polymerase_(DNA)_delta_2,_accessory_subunit
POLD2P1	polymerase_(DNA)_delta_2,_accessory_subunit_pseudogene_1
POLD3	polymerase_(DNA)_delta_3,_accessory_subunit
POLD4	polymerase_(DNA)_delta_4,_accessory_subunit
POLDIP2	polymerase_(DNA)_delta_interacting_protein_2
POLDIP3	polymerase_(DNA)_delta_interacting_protein_3
POLE	polymerase_(DNA)_epsilon,_catalytic_subunit
POLE2	polymerase_(DNA)_epsilon_2,_accessory_subunit
POLE3	polymerase_(DNA)_epsilon_3,_accessory_subunit
POLE4	polymerase_(DNA)_epsilon_4,_accessory_subunit
POLG	polymerase_(DNA)_gamma,_catalytic_subunit
POLG2	polymerase_(DNA)_gamma_2,_accessory_subunit
POLH	polymerase_(DNA)_eta
POLHP1	polymerase_(DNA)_eta_pseudogene_1
POLI	polymerase_(DNA)_iota
POLK	polymerase_(DNA)_kappa
POLL	polymerase_(DNA)_lambda
POLM	polymerase_(DNA)_mu
POLN	polymerase_(DNA)_nu
POLQ	polymerase_(DNA)_theta
POLR1A	polymerase_(RNA)_I_subunit_A
POLR1B	polymerase_(RNA)_I_subunit_B
POLR1C	polymerase_(RNA)_I_subunit_C
POLR1D	polymerase_(RNA)_I_subunit_D
POLR1E	polymerase_(RNA)_I_subunit_E
POLR2A	polymerase_(RNA)_II_subunit_A
POLR2B	polymerase_(RNA)_II_subunit_B
POLR2C	polymerase_(RNA)_II_subunit_C
POLR2CP1	polymerase_(RNA)_II_subunit_C_pseudogene_1
POLR2D	polymerase_(RNA)_II_subunit_D
POLR2E	polymerase_(RNA)_II_subunit_E
POLR2F	polymerase_(RNA)_II_subunit_F
POLR2G	polymerase_(RNA)_II_subunit_G
POLR2H	polymerase_(RNA)_II_subunit_H
POLR2I	polymerase_(RNA)_II_subunit_I
POLR2J	polymerase_(RNA)_II_subunit_J
POLR2J2	polymerase_(RNA)_II_subunit_J2
POLR2J3	polymerase_(RNA)_II_subunit_J3
POLR2J4	polymerase_(RNA)_II_subunit_J4,_pseudogene
POLR2K	polymerase_(RNA)_II_subunit_K
POLR2KP1	polymerase_(RNA)_II_subunit_K_pseudogene_1
POLR2KP2	polymerase_(RNA)_II_subunit_K_pseudogene_2
POLR2L	polymerase_(RNA)_II_subunit_L
POLR2LP1	polymerase_(RNA)_II_subunit_L_pseudogene_1
POLR2M	polymerase_(RNA)_II_subunit_M
POLR3A	polymerase_(RNA)_III_subunit_A
POLR3B	polymerase_(RNA)_III_subunit_B
POLR3C	polymerase_(RNA)_III_subunit_C
POLR3D	polymerase_(RNA)_III_subunit_D
POLR3DP1	polymerase_(RNA)_III_subunit_D_pseudogene_1
POLR3E	polymerase_(RNA)_III_subunit_E
POLR3F	polymerase_(RNA)_III_subunit_F
POLR3G	polymerase_(RNA)_III_subunit_G
POLR3GL	polymerase_(RNA)_III_subunit_G_like
POLR3GP1	polymerase_(RNA)_III_subunit_G_pseudogene_1
POLR3GP2	polymerase_(RNA)_III_subunit_G_pseudogene_2
POLR3H	polymerase_(RNA)_III_subunit_H
POLR3K	polymerase_(RNA)_III_subunit_K
POLR3KP1	polymerase_(RNA)_III_subunit_K_pseudogene_1
POLR3KP2	polymerase_(RNA)_III_subunit_K_pseudogene_2
POLRMT	polymerase_(RNA)_mitochondrial
POLRMTP1	polymerase_(RNA)_mitochondrial_pseudogene_1
POM121	POM121_transmembrane_nucleoporin
POM121B	POM121_transmembrane_nucleoporin_B_(pseudogene)
POM121C	POM121_transmembrane_nucleoporin_C
POM121L1P	POM121_transmembrane_nucleoporin_like_1,_pseudogene
POM121L2	POM121_transmembrane_nucleoporin_like_2
POM121L3P	POM121_transmembrane_nucleoporin_like_3,_pseudogene
POM121L4P	POM121_transmembrane_nucleoporin_like_4,_pseudogene
POM121L6P	POM121_transmembrane_nucleoporin_like_6,_pseudogene
POM121L7	POM121_transmembrane_nucleoporin_like_7
POM121L8P	POM121_transmembrane_nucleoporin_like_8,_pseudogene
POM121L9P	POM121_transmembrane_nucleoporin_like_9,_pseudogene
POM121L10P	POM121_transmembrane_nucleoporin_like_10,_pseudogene
POM121L11P	POM121_transmembrane_nucleoporin_like_11,_pseudogene
POM121L12	POM121_transmembrane_nucleoporin_like_12
POM121L13P	POM121_transmembrane_nucleoporin_like_13,_pseudogene
POM121L14P	POM121_transmembrane_nucleoporin_like_14,_pseudogene
POMC	proopiomelanocortin
POMGNT1	protein_O-linked_mannose_N-acetylglucosaminyltransferase_1_(beta_1,2-)
POMGNT2	protein_O-linked_mannose_N-acetylglucosaminyltransferase_2_(beta_1,4-)
POMK	protein-O-mannose_kinase
POMP	proteasome_maturation_protein
POMT1	protein_O-mannosyltransferase_1
POMT2	protein_O-mannosyltransferase_2
POMZP3	POM121_and_ZP3_fusion
PON1	paraoxonase_1
PON2	paraoxonase_2
PON3	paraoxonase_3
POP1	POP1_homolog,_ribonuclease_P/MRP_subunit
POP4	POP4_homolog,_ribonuclease_P/MRP_subunit
POP5	POP5_homolog,_ribonuclease_P/MRP_subunit
POP7	POP7_homolog,_ribonuclease_P/MRP_subunit
POPDC2	popeye_domain_containing_2
POPDC3	popeye_domain_containing_3
POR	cytochrome_p450_oxidoreductase
PORCN	porcupine_homolog_(Drosophila)
POSTN	periostin
POT1	protection_of_telomeres_1
POT1-AS1	POT1_antisense_RNA_1
POTEA	POTE_ankyrin_domain_family_member_A
POTEB	POTE_ankyrin_domain_family_member_B
POTEB2	POTE_ankyrin_domain_family_member_B2
POTEB3	POTE_ankyrin_domain_family_member_B3
POTEC	POTE_ankyrin_domain_family_member_C
POTED	POTE_ankyrin_domain_family_member_D
POTEE	POTE_ankyrin_domain_family_member_E
POTEF	POTE_ankyrin_domain_family_member_F
POTEG	POTE_ankyrin_domain_family_member_G
POTEH	POTE_ankyrin_domain_family_member_H
POTEH-AS1	POTEH_antisense_RNA_1
POTEI	POTE_ankyrin_domain_family_member_I
POTEJ	POTE_ankyrin_domain_family_member_J
POTEKP	POTE_ankyrin_domain_family_member_K,_pseudogene
POTEM	POTE_ankyrin_domain_family_member_M
POU1F1	POU_class_1_homeobox_1
POU2AF1	POU_class_2_associating_factor_1
POU2F1	POU_class_2_homeobox_1
POU2F2	POU_class_2_homeobox_2
POU2F3	POU_class_2_homeobox_3
POU3F1	POU_class_3_homeobox_1
POU3F2	POU_class_3_homeobox_2
POU3F3	POU_class_3_homeobox_3
POU3F4	POU_class_3_homeobox_4
POU4F1	POU_class_4_homeobox_1
POU4F2	POU_class_4_homeobox_2
POU4F3	POU_class_4_homeobox_3
POU5F1	POU_class_5_homeobox_1
POU5F1B	POU_class_5_homeobox_1B
POU5F1P2	POU_class_5_homeobox_1_pseudogene_2
POU5F1P3	POU_class_5_homeobox_1_pseudogene_3
POU5F1P4	POU_class_5_homeobox_1_pseudogene_4
POU5F1P5	POU_class_5_homeobox_1_pseudogene_5
POU5F1P6	POU_class_5_homeobox_1_pseudogene_6
POU5F1P7	POU_class_5_homeobox_1_pseudogene_7
POU5F2	POU_domain_class_5,_transcription_factor_2
POU6F1	POU_class_6_homeobox_1
POU6F2	POU_class_6_homeobox_2
POU6F2-AS1	POU6F2_antisense_RNA_1
POU6F2-AS2	POU6F2_antisense_RNA_2
PP1P	pyrophosphatase_(inorganic)_1_pseudogene
PP2D1	protein_phosphatase_2C_like_domain_containing_1
