#fusion	count_of_samples	%ofSamples
PRH2--PIP5K1C	1	0.03
PRH2--PIP	1	0.03
PRH2--PIGR	1	0.03
PRH2--PID1	1	0.03
PRH2--PABPC1	1	0.03
PRH2--P4HB	1	0.03
PRH2--NDRG2	1	0.03
PRH2--MYH7	1	0.03
PRH2--MUC7	1	0.03
PRH2--MUC5B	1	0.03
PRH2--LTF	1	0.03
PRH2--LPO	1	0.03
PRH2--LCN1	1	0.03
PRH2--KRT6A	1	0.03
PRH2--KRT5	1	0.03
PRH2--KLK1	1	0.03
PRH2--IPO9	1	0.03
PRH2--HTN1	1	0.03
PRH2--HLA-B	1	0.03
PRH2--HDLBP	1	0.03
PRH2--GSN	1	0.03
PRH2--GAPDH	1	0.03
PRH2--FURIN	1	0.03
PRH2--EMP1	1	0.03
PRH2--EEF2	1	0.03
PRH2--EEF1A1	1	0.03
PRH2--DES	1	0.03
PRH2--CST5	1	0.03
PRH2--CST4	1	0.03
PRH2--CST3	1	0.03
PRH2--CST2	1	0.03
PRH2--CST1	1	0.03
PRH2--CALR	1	0.03
PRH2--CA6	1	0.03
PRH2--C4orf40	1	0.03
PRH2--BPIFA2	1	0.03
PRH2--ATP1A1	1	0.03
PRH2--AQP3	1	0.03
PRH2--ANXA1	1	0.03
PRH2--ALDH3A1	1	0.03
PRG4--SFTPC	1	0.03
PRG4--SFTPA1	1	0.03
PRG4--PRG4|TPR	1	0.03
PRG4--NPPA	1	0.03
PRG4--HBB	1	0.03
PRG4--ALB	1	0.03
PRF1--FTL	1	0.03
PREX2--HSD17B12	1	0.03
PREX1--MBP	1	0.03
PREPL|SLC3A1--SNAP25	1	0.03
PREP--RPL35	1	0.03
PRELP--VIM	1	0.03
PRELP--TP53I11	1	0.03
PRELP--TG	1	0.03
PRELP--SFTPC	1	0.03
PRELP--GSN	1	0.03
PRELP--EGR1	1	0.03
PRELP--CD74	1	0.03
PRELP--AEBP1	1	0.03
PRELP--ACTA2	1	0.03
PRELID1|MXD3--KRT6A	1	0.03
PRELID1|MXD3--HBA1	1	0.03
PRDX6--SFTPA1	1	0.03
PRDX6--SEMG2	1	0.03
PRDX6--NDE1|MYH11	1	0.03
PRDX6--KRT4	1	0.03
PRDX6--CKM	1	0.03
PRDX5--SMR3B	1	0.03
PRDX5--KRT14	1	0.03
PRDX5--HTN3	1	0.03
PRDX5--ATP1A1	1	0.03
PRDX2--TG	1	0.03
PRDX1--SRRM2	1	0.03
PRDX1--SNRNP70	1	0.03
PRDX1--KRT4	1	0.03
PRDM16--SKI	1	0.03
PRDM16--SFTPC	1	0.03
PRDM16--SFTPA2	1	0.03
PRDM16--PGA5	1	0.03
PRDM16--PAX8	1	0.03
PRDM1--KRT13	1	0.03
PRCP--SMR3B	1	0.03
PRC1--CLPS	1	0.03
PRB4--PRR4	1	0.03
PRB4--PRB1	1	0.03
PRB4--LYZ	1	0.03
PRB4--KRT5	1	0.03
PRB4--KRT4	1	0.03
PRB4--KRT13	1	0.03
PRB4--DSP	1	0.03
PRB4--BPIFB1	1	0.03
PRB4--ACTG1	1	0.03
PRB1--PRH2	1	0.03
PRAP1--PIGR	1	0.03
PRAP1--ALB	1	0.03
PRAM1--HBB	1	0.03
PRAM1--HBA2	1	0.03
PQLC1--TG	1	0.03
PQLC1--TBCB	1	0.03
PQLC1--HBB	1	0.03
PQLC1--CLU	1	0.03
PQLC1--ATXN2L	1	0.03
PPP6R3--TG	1	0.03
PPP6R2--TG	1	0.03
PPP6R1--TG	1	0.03
PPP6R1--PRM2	1	0.03
PPP6R1--HBA2	1	0.03
PPP6R1--HBA1	1	0.03
PPP5C--ESR1	1	0.03
PPP4C--TG	1	0.03
PPP4C--HBA2	1	0.03
PPP3CC--BTF3	1	0.03
PPP2R5D--PPP2R5D|MEA1	1	0.03
PPP2R5C--TG	1	0.03
PPP2R4--KRT13	1	0.03
PPP2R4--GPX3	1	0.03
PPP2R2B--MBP	1	0.03
PPP2R1B--FGA	1	0.03
PPP2R1A--HBA2	1	0.03
PPP2R1A--CYP11B2	1	0.03
PPP2R1A--CYP11B1	1	0.03
PPP1R37--EIF5AL1	1	0.03
PPP1R1B--SFTPC	1	0.03
PPP1R1B--MBP	1	0.03
PPP1R18--HBA1	1	0.03
PPP1R16A--TG	1	0.03
PPP1R15A--TGOLN2	1	0.03
PPP1R15A--SFTPC	1	0.03
PPP1R15A--SFTPB	1	0.03
PPP1R15A--SFTPA1	1	0.03
PPP1R15A--C10orf10|RASSF4	1	0.03
PPP1R14C--DDX17	1	0.03
PPP1R14A--PCSK7|TAGLN	1	0.03
PPP1R14A--MBP	1	0.03
PPP1R13L--KRT6C	1	0.03
PPP1R13B--YLPM1	1	0.03
PPP1R13B--TG	1	0.03
PPP1R12C--TG	1	0.03
PPP1R12C--PAX8	1	0.03
PPP1R12C--NDE1|MYH11	1	0.03
PPP1R12C--FN1	1	0.03
PPP1R12C--DES	1	0.03
PPP1R12C--CIZ1	1	0.03
PPP1R12B--TNNT2	1	0.03
PPP1R12B--TLN1	1	0.03
PPP1R12B--TG	1	0.03
PPP1R12B--SEMG1	1	0.03
PPP1R12B--PDE3A	1	0.03
PPP1R12B--PCSK7|TAGLN	1	0.03
PPP1R12B--NPPA	1	0.03
PPP1R12B--MYH7	1	0.03
PPP1R12B--MYH6	1	0.03
PPP1R12B--FLNA	1	0.03
PPP1R10--TG	1	0.03
PPP1CB--TPM1	1	0.03
PPP1CB--TG	1	0.03
PPP1CB--SFTPC	1	0.03
PPP1CB--KRT13	1	0.03
PPP1CB--DES	1	0.03
PPP1CA--TG	1	0.03
PPP1CA--HBA2	1	0.03
PPM1M--HBB	1	0.03
PPM1K--SNRPN|SNURF	1	0.03
PPM1F--HBB	1	0.03
PPL--TRIM29	1	0.03
PPL--SPRR2A	1	0.03
PPL--SFTPC	1	0.03
PPL--SEMG1	1	0.03
PPL--SBSN	1	0.03
PPL--RPLP1	1	0.03
PPL--PDE3A	1	0.03
PPL--NDRG1	1	0.03
PPL--MUC5B	1	0.03
PPL--MKNK2	1	0.03
PPL--LCN1	1	0.03
PPL--KRT78	1	0.03
PPL--GAPDH	1	0.03
PPL--ECM1	1	0.03
PPL--DES	1	0.03
PPL--BPIFB1	1	0.03
PPL--ANXA1	1	0.03
PPL--ACTG1	1	0.03
PPIL2--PPIL2|YPEL1	1	0.03
PPIH--DLAT	1	0.03
PPID|ETFDH--PPID	1	0.03
PPID--PPID|ETFDH	1	0.03
PPIA--ABHD12	1	0.03
PPHLN1--TIMP3|SYN3	1	0.03
PPFIBP2--IGFBP4	1	0.03
PPFIBP1--PAX8	1	0.03
PPFIBP1--KRT13	1	0.03
PPEF2--ABCA13	1	0.03
PPDPF--SPRR3	1	0.03
PPDPF--SPRR1A	1	0.03
PPDPF--SMR3B	1	0.03
PPDPF--SFTPC	1	0.03
PPDPF--SFTPB	1	0.03
PPDPF--SFTPA2	1	0.03
PPDPF--SEMG1	1	0.03
PPDPF--HBA1	1	0.03
PPDPF--GPX3	1	0.03
PPDPF--FLNA	1	0.03
PPDPF--ACTB	1	0.03
PPCDC--HBB	1	0.03
PPBP--HBB	1	0.03
PPARGC1A--TG	1	0.03
PPARG--PFDN1	1	0.03
PPARG--CD74	1	0.03
PPARD--RPL8	1	0.03
PPARD--PGC	1	0.03
PPARD--ACTB	1	0.03
PPAP2B--TG|SLA	1	0.03
PPAP2B--RPL22	1	0.03
PPAP2A--TG	1	0.03
PPAP2A--ACPP	1	0.03
POU6F2--OLR1	1	0.03
POU3F3--UMOD	1	0.03
POTEM--POTEG	1	0.03
POTEH--POTEG	1	0.03
POTEG--POTEH	1	0.03
POTEG--ACTB	1	0.03
POTEF--ACTB	1	0.03
POTEF--ACTA1	1	0.03
PORCN--SEMG1	1	0.03
POR--SEMG2	1	0.03
POR--HP	1	0.03
POPDC2--FHL1	1	0.03
POPDC2--DES	1	0.03
PON2--TG	1	0.03
POMC--SRSF5	1	0.03
POMC--SRP14	1	0.03
POMC--SNRPN|SNURF	1	0.03
POMC--RRBP1	1	0.03
POMC--RPL3	1	0.03
POMC--RPL13	1	0.03
POMC--PILRB	1	0.03
POMC--P4HB	1	0.03
POMC--OBSCN	1	0.03
POMC--NISCH	1	0.03
POMC--LGALS3BP	1	0.03
POMC--IFI6	1	0.03
POMC--HSPA1B	1	0.03
POMC--EGR1	1	0.03
POMC--EEF2	1	0.03
POMC--ECHDC2	1	0.03
POMC--DNAJC5	1	0.03
POMC--CTSD	1	0.03
POMC--COL1A1	1	0.03
POMC--CHGA	1	0.03
POMC--CACNA1H	1	0.03
POMC--ARFGAP1	1	0.03
POMC--ACTG1	1	0.03
POMC--ACTB	1	0.03
POM121C--PRKRIP1	1	0.03
POM121--UPK3B|POMZP3	1	0.03
POM121--TG	1	0.03
POM121--SRRM2	1	0.03
POM121--PRKRIP1	1	0.03
POLR2J3--KRT13	1	0.03
POLR2E--SFTPA2	1	0.03
POLR2B--UBXN4	1	0.03
POLR2A--VIM	1	0.03
POLR2A--SMR3B	1	0.03
POLR2A--SFTPB	1	0.03
POLR2A--SFTPA2	1	0.03
POLR2A--SEMG1	1	0.03
POLR2A--KRT6A	1	0.03
POLR2A--KRT4	1	0.03
POLG--TIMP3|SYN3	1	0.03
POLDIP3--SEMG1	1	0.03
POLD4--SFTPC	1	0.03
POLD2--KRT13	1	0.03
POLA1--KRT13	1	0.03
POGZ--TG	1	0.03
PODXL--CNTROB	1	0.03
PODN--VIM	1	0.03
PODN--SNRNP70	1	0.03
PODN--SH2B1	1	0.03
PODN--SFTPA1	1	0.03
PODN--PAX8	1	0.03
PODN--MAP2K3	1	0.03
PODN--LENG8	1	0.03
PODN--IYD	1	0.03
PODN--GSN	1	0.03
PODN--GPX3	1	0.03
PODN--DAP	1	0.03
PODN--COL1A1	1	0.03
POC1B--CENPC	1	0.03
PNPLA7--TG	1	0.03
PNPLA7--PAX8	1	0.03
PNPLA7--ATP1A1	1	0.03
PNPLA6--SFTPB	1	0.03
PNPLA6--SFTPA2	1	0.03
PNPLA2--TNC	1	0.03
PNPLA2--TG	1	0.03
PNPLA2--SCD	1	0.03
PNPLA2--PGA5	1	0.03
PNPLA2--MYH7	1	0.03
PNPLA2--HBA1	1	0.03
PNPLA2--FASN	1	0.03
PNN--TG	1	0.03
PNMT--SEMG2	1	0.03
PNLIPRP1--SPINK1	1	0.03
PNLIPRP1--RPS6	1	0.03
PNLIPRP1--REG1B	1	0.03
PNLIPRP1--PLA2G1B	1	0.03
PNLIPRP1--P4HB	1	0.03
PNLIPRP1--CTRC	1	0.03
PNLIPRP1--CELA2A	1	0.03
PNLIPRP1--ARL6IP4	1	0.03
PNLIP--TPT1	1	0.03
PNLIP--TNS1	1	0.03
PNLIP--TASP1	1	0.03
PNLIP--SRRM2	1	0.03
PNLIP--SLC13A3	1	0.03
PNLIP--SERPINA3	1	0.03
PNLIP--RPS6	1	0.03
PNLIP--RPL31	1	0.03
PNLIP--RPL13	1	0.03
PNLIP--RNASE1	1	0.03
PNLIP--PSAP	1	0.03
PNLIP--PIAS4	1	0.03
PNLIP--PDIA2	1	0.03
PNLIP--MBP	1	0.03
PNLIP--HBB	1	0.03
PNLIP--HBA2	1	0.03
PNLIP--FN1	1	0.03
PNLIP--CUZD1	1	0.03
PNLIP--CLU	1	0.03
PNLIP--ANPEP	1	0.03
PNLIP--AHNAK	1	0.03
PNLIP--ADD1	1	0.03
PNKD|TMBIM1--SRRM2	1	0.03
PNKD|TMBIM1--SFTPC	1	0.03
PNKD|TMBIM1--SFTPB	1	0.03
PNKD|TMBIM1--SERPINA1	1	0.03
PNKD|TMBIM1--S100A8	1	0.03
PNKD|TMBIM1--PLIN4	1	0.03
PNKD|TMBIM1--PGC	1	0.03
PNKD|TMBIM1--PGA3	1	0.03
PNKD|TMBIM1--PAX8	1	0.03
PNKD|TMBIM1--NDE1|MYH11	1	0.03
PNKD|TMBIM1--MGP	1	0.03
PNKD|TMBIM1--HBA2	1	0.03
PNKD|TMBIM1--GPX3	1	0.03
PNKD|TMBIM1--ACTG2	1	0.03
PNKD|TMBIM1--ACTA1	1	0.03
PNKD--SFTPA2	1	0.03
PMVK--HP	1	0.03
PMPCB|DNAJC2--PMPCB	1	0.03
PMP22--NDE1|MYH11	1	0.03
PMP22--EXOC7	1	0.03
PMP22--AHNAK	1	0.03
PML--TG	1	0.03
PMEPA1--KLK3	1	0.03
PMEPA1--ACPP	1	0.03
PMCH--PMCH|PARPBP	1	0.03
PLXND1--TG	1	0.03
PLXND1--SLC25A29	1	0.03
PLXND1--SFTPA1	1	0.03
PLXND1--HBB	1	0.03
PLXND1--HBA2	1	0.03
PLXND1--ENO1	1	0.03
PLXNC1--HBA2	1	0.03
PLXNB3--MBP	1	0.03
PLXNB2--SFTPA2	1	0.03
PLXNB2--SEMG1	1	0.03
PLXNB2--PQLC1	1	0.03
PLXNB2--PAX8	1	0.03
PLXNB2--NDE1|MYH11	1	0.03
PLXNB2--MUC7	1	0.03
PLXNB2--MSMB	1	0.03
PLXNB2--LCN1	1	0.03
PLXNB2--KRT7	1	0.03
PLXNB2--GPX3	1	0.03
PLXNB2--DDX17	1	0.03
PLXNB1--VEGFA	1	0.03
PLXNB1--UMOD	1	0.03
PLXNB1--TPM2	1	0.03
PLXNB1--SLC25A29	1	0.03
PLXNB1--RPL3	1	0.03
PLXNB1--PTRF	1	0.03
PLXNB1--PAX8	1	0.03
PLXNB1--NDE1|MYH11	1	0.03
PLXNB1--MBP	1	0.03
PLXNB1--GH1	1	0.03
PLXNB1--FLNA	1	0.03
PLXNB1--DES	1	0.03
PLXNB1--ALB	1	0.03
PLXNA3--TPO	1	0.03
PLXNA3--TG	1	0.03
PLXNA2--VAMP8	1	0.03
PLXNA2--PRSS1	1	0.03
PLXNA1--TG	1	0.03
PLXDC2--SEMG1	1	0.03
PLVAP--VIM	1	0.03
PLVAP--VEGFA	1	0.03
PLVAP--TRIM29	1	0.03
PLVAP--SRRM2	1	0.03
PLVAP--PSAP	1	0.03
PLVAP--PAX8	1	0.03
PLVAP--MYL6	1	0.03
PLVAP--MACF1	1	0.03
PLVAP--LTBP2	1	0.03
PLVAP--LENG8	1	0.03
PLVAP--IGFBP4	1	0.03
PLVAP--HSPG2	1	0.03
PLVAP--GPX3	1	0.03
PLVAP--GNAS	1	0.03
PLVAP--FLNA	1	0.03
PLVAP--ENG	1	0.03
PLVAP--CTSB	1	0.03
PLVAP--COL6A1	1	0.03
PLVAP--C7	1	0.03
PLVAP--ATP1A1	1	0.03
PLVAP--ATHL1	1	0.03
PLVAP--ACTB	1	0.03
PLTP--HBB	1	0.03
PLTP--ATP5C1	1	0.03
PLSCR4--RSRC1	1	0.03
PLS3--SEMG1	1	0.03
PLP1--SCD	1	0.03
PLP1--PEA15	1	0.03
PLP1--MOBP	1	0.03
PLP1--MAP4	1	0.03
PLP1--KIF1A	1	0.03
PLP1--HBB	1	0.03
PLP1--ERMN	1	0.03
PLP1--DHCR24	1	0.03
PLP1--CERCAM	1	0.03
PLP1--CAPZB	1	0.03
PLP1--C7orf41	1	0.03
PLOD3--TG	1	0.03
PLOD1--PAX8	1	0.03
PLLP--SFTPC	1	0.03
PLK3--PLK3|TCTEX1D4	1	0.03
PLIN4--ZG16B	1	0.03
PLIN4--VWF	1	0.03
PLIN4--VPS13D	1	0.03
PLIN4--TTN	1	0.03
PLIN4--TSKU	1	0.03
PLIN4--SPTBN1	1	0.03
PLIN4--PDE3A	1	0.03
PLIN4--MYL6	1	0.03
PLIN4--MGP	1	0.03
PLIN4--MCAM	1	0.03
PLIN4--MB	1	0.03
PLIN4--LTBP2	1	0.03
PLIN4--LGALS1	1	0.03
PLIN4--GPX3	1	0.03
PLIN4--FTL	1	0.03
PLIN4--FOSB	1	0.03
PLIN4--FLNA	1	0.03
PLIN4--FBLN2	1	0.03
PLIN4--FABP4	1	0.03
PLIN4--EMP1	1	0.03
PLIN4--COL3A1	1	0.03
PLIN4--CD36	1	0.03
PLIN4--C3	1	0.03
PLIN4--BEST1|FTH1	1	0.03
PLIN4--AOC3	1	0.03
PLIN4--ALDH2	1	0.03
PLIN4--ADH1B	1	0.03
PLIN3--SLC16A1	1	0.03
PLIN3--HBB	1	0.03
PLIN2--SCD	1	0.03
PLIN2--HBA2	1	0.03
PLIN1--SCD	1	0.03
PLIN1--PTRF	1	0.03
PLIN1--FASN	1	0.03
PLIN1--COL3A1	1	0.03
PLIN1--ADIPOQ	1	0.03
PLG--SPRN|CYP2E1	1	0.03
PLG--SAA2	1	0.03
PLG--HPX	1	0.03
PLG--FGG	1	0.03
PLG--FGB	1	0.03
PLG--FGA	1	0.03
PLG--CLU	1	0.03
PLG--CFB	1	0.03
PLG--APOB	1	0.03
PLG--ALDOB	1	0.03
PLG--ADH1B	1	0.03
PLG--ACSL1	1	0.03
PLEKHS1--MUC7	1	0.03
PLEKHO2--HBB	1	0.03
PLEKHM2--SFTPA2	1	0.03
PLEKHH3--GGT7	1	0.03
PLEKHH1--TG|SLA	1	0.03
PLEKHH1--SRRM2	1	0.03
PLEKHH1--SQSTM1	1	0.03
PLEKHH1--SPCS2	1	0.03
PLEKHH1--SLC25A29	1	0.03
PLEKHH1--LENG8	1	0.03
PLEKHH1--CTSB	1	0.03
PLEKHH1--ATN1	1	0.03
PLEKHG4B--DPT	1	0.03
PLEKHG3|SPTB--SPTB	1	0.03
PLEKHG3--KRT5	1	0.03
PLEKHG2--GPX3	1	0.03
PLEKHF1--ACTA1	1	0.03
PLEKHB2--TMBIM6	1	0.03
PLEKHB2--SEMG1	1	0.03
PLEKHA7--TG	1	0.03
PLEKHA4--TG	1	0.03
PLEKHA4--LENG8	1	0.03
PLEK--HBA2	1	0.03
PLEC--VIM	1	0.03
PLEC--PTGDS	1	0.03
PLEC--PSAP	1	0.03
PLEC--PRR4	1	0.03
PLEC--PGC	1	0.03
PLEC--PAX8	1	0.03
PLEC--NEB	1	0.03
PLEC--MYL9	1	0.03
PLEC--MUC6	1	0.03
PLEC--LCN1	1	0.03
PLEC--KRT17	1	0.03
PLEC--KRT10	1	0.03
PLEC--KRT1	1	0.03
PLEC--FN1	1	0.03
PLEC--EEF2	1	0.03
PLEC--DMKN	1	0.03
PLEC--BPIFB1	1	0.03
PLD3--TMEM99|KRT10	1	0.03
PLD3--SMR3B	1	0.03
PLD3--SEMG1	1	0.03
PLD3--SCGB1A1	1	0.03
PLD3--PRL	1	0.03
PLD3--POMC	1	0.03
PLD3--GNAS	1	0.03
PLD3--GH1	1	0.03
PLD3--FLNA	1	0.03
PLD3--AHNAK	1	0.03
PLD2--TG	1	0.03
PLCG2--HBB	1	0.03
PLCG2--ALB	1	0.03
PLCG1--TG	1	0.03
PLCG1--PAX8	1	0.03
PLCG1--HBB	1	0.03
PLCG1--CALR	1	0.03
PLCE1--GP2	1	0.03
PLCB2--HBA2	1	0.03
PLCB1--ATP5C1	1	0.03
PLBD2--CYP17A1	1	0.03
PLBD1--KRT4	1	0.03
PLBD1--HBB	1	0.03
PLBD1--DNM1L	1	0.03
PLAUR--HBB	1	0.03
PLAUR--HBA1	1	0.03
PLAT--WDR13	1	0.03
PLAA|IFT74--PLAA	1	0.03
PLA2R1--TG	1	0.03
PLA2R1--DBI	1	0.03
PLA2R1--ATP1A1	1	0.03
PLA2G6--TG	1	0.03
PLA2G5--CRYAB	1	0.03
PLA2G2A--TG	1	0.03
PLA2G2A--SERPINA3	1	0.03
PLA2G2A--SAA2	1	0.03
PLA2G2A--PAX8	1	0.03
PLA2G2A--ORM1	1	0.03
PLA2G2A--FGG	1	0.03
PLA2G2A--DES	1	0.03
PLA2G2A--DEFA5	1	0.03
PLA2G2A--C3	1	0.03
PLA2G2A--ALB	1	0.03
PLA2G1B--SERPINA3	1	0.03
PLA2G1B--PRSS3	1	0.03
PLA2G1B--PNLIPRP1	1	0.03
PLA2G1B--EEF2	1	0.03
PLA2G1B--EEF1A1	1	0.03
PLA2G1B--ANPEP	1	0.03
PLA2G16--MBP	1	0.03
PKP4--TG	1	0.03
PKP4--DLG2	1	0.03
PKP3--KRT6A	1	0.03
PKP3--KRT17	1	0.03
PKP3--KRT16	1	0.03
PKP3--KRT14	1	0.03
PKP3--IL1RN	1	0.03
PKP2--UMOD	1	0.03
PKP1--SPRR3	1	0.03
PKP1--SPRR1B	1	0.03
PKP1--S100A9	1	0.03
PKP1--RPL28	1	0.03
PKP1--RHCG	1	0.03
PKP1--PI3	1	0.03
PKP1--KRT2	1	0.03
PKP1--KRT17	1	0.03
PKP1--BPIFB1	1	0.03
PKM--TPM2	1	0.03
PKM--TIMP3|SYN3	1	0.03
PKM--SFTPB	1	0.03
PKM--SEMG1	1	0.03
PKM--S100A9	1	0.03
PKM--PYGM	1	0.03
PKM--PTTG1IP	1	0.03
PKM--PRR4	1	0.03
PKM--PFKM	1	0.03
PKM--PAX8	1	0.03
PKM--NEB	1	0.03
PKM--MYL9	1	0.03
PKM--MYH11	1	0.03
PKM--MYH1	1	0.03
PKM--MUC6	1	0.03
PKM--MB	1	0.03
PKM--LTF	1	0.03
PKM--KRT17	1	0.03
PKM--HBA1	1	0.03
PKM--GPX3	1	0.03
PKM--GAPDH	1	0.03
PKM--FLNA	1	0.03
PKM--AQP2	1	0.03
PKM--AKR1B1	1	0.03
PKIG--TIMP3|SYN3	1	0.03
PKIG--KRT6A	1	0.03
PKIA--TTN	1	0.03
PKHD1L1--DCN	1	0.03
PKDCC--FLNA	1	0.03
PKD1--TG	1	0.03
PKD1--NDE1|MYH11	1	0.03
PKD1--MAN2C1	1	0.03
PKD1--HSPA1B	1	0.03
PKD1--FLNA	1	0.03
PKD1--FLG2	1	0.03
PKD1--EEF2	1	0.03
PKD1--DNAJB1	1	0.03
PJA2--TG	1	0.03
PITX1--S100A9	1	0.03
PITX1--KRT14	1	0.03
PITRM1--MBP	1	0.03
PITPNM1--HBA2	1	0.03
PITPNB--TG	1	0.03
PITPNA--TG	1	0.03
PITPNA--KRT4	1	0.03
PITPNA--KIF1C	1	0.03
PITPNA--HBA2	1	0.03
PISD--HBB	1	0.03
PIPOX--ALB	1	0.03
PIP5K1C--TG	1	0.03
PIP5K1C--PRH2	1	0.03
PIP5K1C--PGA3	1	0.03
PIP5K1C--NDE1|MYH11	1	0.03
PIP5K1C--IGFBP5	1	0.03
PIP4K2A--MBP	1	0.03
PIP4K2A--HBB	1	0.03
PIP--STATH	1	0.03
PIP--SMR3B	1	0.03
PIP--PRR4	1	0.03
PIP--PRH2	1	0.03
PIP--MUCL1	1	0.03
PIP--MUC5B	1	0.03
PIP--LTF	1	0.03
PIP--KRT13	1	0.03
PIP--KIAA1549	1	0.03
PIP--HTN3	1	0.03
PIP--HTN1	1	0.03
PINK1--MYH7	1	0.03
PIM3--TG	1	0.03
PIM3--SERPINA1	1	0.03
PIM3--SCO2	1	0.03
PIM3--ACTA1	1	0.03
PILRB--TPT1	1	0.03
PILRB--TPGS2	1	0.03
PILRB--TG	1	0.03
PILRB--STAG3|GATS	1	0.03
PILRB--SRRM2	1	0.03
PILRB--SON	1	0.03
PILRB--SNRNP70	1	0.03
PILRB--S100A6	1	0.03
PILRB--RGL3	1	0.03
PILRB--PAX8	1	0.03
PILRB--HBA2	1	0.03
PILRB--GSN	1	0.03
PILRB--GH1	1	0.03
PIK3R2|IFI30--VIM	1	0.03
PIK3R2|IFI30--SFTPB	1	0.03
PIK3R2|IFI30--CSF3R	1	0.03
PIK3R2|IFI30--CD74	1	0.03
PIK3R1--SCAPER	1	0.03
PIK3CD--HBB	1	0.03
PIK3CD--HBA2	1	0.03
PIK3CB--PAX8	1	0.03
PIK3AP1--SMR3B	1	0.03
PIK3AP1--SEMG1	1	0.03
PIGY|PYURF--PYURF	1	0.03
PIGX--HBB	1	0.03
PIGR--TTN	1	0.03
PIGR--ST14	1	0.03
PIGR--SRRM2	1	0.03
PIGR--SQSTM1	1	0.03
PIGR--SLTM	1	0.03
PIGR--SLCO5A1	1	0.03
PIGR--SLC44A4	1	0.03
PIGR--SLC26A3	1	0.03
PIGR--PRH2	1	0.03
PIGR--PHGR1	1	0.03
PIGR--PDE3A	1	0.03
PIGR--PAFAH1B1	1	0.03
PIGR--MYH9	1	0.03
PIGR--MYH2	1	0.03
PIGR--LYZ	1	0.03
PIGR--KRT13	1	0.03
PIGR--IGLL5	1	0.03
PIGR--HTN3	1	0.03
PIGR--HLA-B	1	0.03
PIGR--HFM1	1	0.03
PIGR--GPX3	1	0.03
PIGR--FABP1	1	0.03
PIGR--DSG2	1	0.03
PIGR--CTSE	1	0.03
PIGR--CST4	1	0.03
PIGR--CST1	1	0.03
PIGR--CLEC6A	1	0.03
PIGR--CKM	1	0.03
PIGR--CEACAM7	1	0.03
PIGR--C9orf3	1	0.03
PIGR--BPIFB1	1	0.03
PIGR--B2M	1	0.03
PIGR--AQP8	1	0.03
PIGR--APOB	1	0.03
PIGR--APOA1	1	0.03
PIGR--APLP2	1	0.03
PIGR--ALDOA	1	0.03
PIGR--AHNAK	1	0.03
PIGR--ACTB	1	0.03
PIGQ--TG	1	0.03
PIGQ--HBB	1	0.03
PIGQ--FLNA	1	0.03
PIGH--BNIP2	1	0.03
PIGC|C1orf105--FABP4	1	0.03
PIEZO1--TG	1	0.03
PIEZO1--SFTPC	1	0.03
PIEZO1--SEMG2	1	0.03
PIEZO1--KRT6A	1	0.03
PIEZO1--KRT13	1	0.03
PIEZO1--KRT1	1	0.03
PIEZO1--GPX3	1	0.03
PIEZO1--FLNA	1	0.03
PIDD--TG	1	0.03
PID1--TPM2	1	0.03
PID1--SLCO5A1	1	0.03
PID1--SFTPC	1	0.03
PID1--SFTPB	1	0.03
PID1--SERPINA1	1	0.03
PID1--PRSS1	1	0.03
PID1--PRH2	1	0.03
PID1--MYH7	1	0.03
PID1--MUC6	1	0.03
PID1--MOBP	1	0.03
PID1--MBP	1	0.03
PID1--JUNB	1	0.03
PID1--IGFBP5	1	0.03
PID1--HTN3	1	0.03
PID1--HSPB6	1	0.03
PID1--HBA2	1	0.03
PID1--FTL	1	0.03
PID1--FTH1	1	0.03
PID1--CPA1	1	0.03
PID1--CD74	1	0.03
PID1--ANPEP	1	0.03
PID1--ALB	1	0.03
PICK1--TG	1	0.03
PICALM--TG	1	0.03
PICALM--PTH	1	0.03
PICALM--HBB	1	0.03
PICALM--HBA1	1	0.03
PIAS4--SEMG1	1	0.03
PIAS4--PRR4	1	0.03
PIAS4--PNLIP	1	0.03
PIAS4--PDK4	1	0.03
PIAS4--KRT14	1	0.03
PIAS4--HBA2	1	0.03
PIAS4--ALB	1	0.03
PI4KA--TPO	1	0.03
PI4KA--SEMG1	1	0.03
PI4KA--HBA2	1	0.03
PI3--TMEM99|KRT10	1	0.03
PI3--SPRR2D	1	0.03
PI3--SPRR1B	1	0.03
PI3--SPRR1A	1	0.03
PI3--SFN	1	0.03
PI3--S100A9	1	0.03
PI3--PDE3A	1	0.03
PI3--MUC5B	1	0.03
PI3--LTF	1	0.03
PI3--KRT6B	1	0.03
PI3--KRT17	1	0.03
PI3--GJB2	1	0.03
PI3--DSP	1	0.03
PI3--BPIFA1	1	0.03
PI3--AQP3	1	0.03
PI3--ACTB	1	0.03
PHYKPL--TG	1	0.03
PHYKPL--ATP2A1	1	0.03
PHYH--SFTPB	1	0.03
PHYH--ALB	1	0.03
PHRF1--BASP1	1	0.03
PHPT1--PAX8	1	0.03
PHLDB1--ZNF511	1	0.03
PHLDB1--TG	1	0.03
PHLDB1--PAX8	1	0.03
PHLDB1--NDE1|MYH11	1	0.03
PHLDB1--MBP	1	0.03
PHLDB1--ARCN1	1	0.03
PHLDA1--STATH	1	0.03
PHLDA1--SMR3B	1	0.03
PHLDA1--LTF	1	0.03
